Day of Start Time,Location Name,Shift Name,Avg. Quality
15-Jan-20,Packing Line 11,3rd,0.997077141
16-Jan-20,Packing Line 11,3rd,0.997252604
17-Jan-20,Packing Line 11,3rd,0.997063713
18-Jan-20,Packing Line 11,3rd,0.99959156
20-Jan-20,Packing Line 11,3rd,0.999893913
21-Jan-20,Packing Line 11,3rd,0.997446823
22-Jan-20,Packing Line 11,3rd,0.994654083
23-Jan-20,Packing Line 11,3rd,0.992121239
28-Jan-20,Packing Line 11,3rd,0.999093399
30-Jan-20,Packing Line 11,3rd,0.998807449
4-Feb-20,Packing Line 11,3rd,0.999862823
5-Feb-20,Packing Line 11,3rd,0.99850029
6-Feb-20,Packing Line 11,3rd,1
7-Feb-20,Packing Line 11,3rd,1
10-Feb-20,Packing Line 11,3rd,0.666666667
11-Feb-20,Packing Line 11,3rd,1
12-Feb-20,Packing Line 11,3rd,1
13-Feb-20,Packing Line 11,3rd,1
14-Feb-20,Packing Line 11,3rd,1
16-Feb-20,Packing Line 11,3rd,1
17-Feb-20,Packing Line 11,3rd,1
18-Feb-20,Packing Line 11,3rd,1
19-Feb-20,Packing Line 11,3rd,1
20-Feb-20,Packing Line 11,3rd,1
24-Feb-20,Packing Line 11,3rd,1
25-Feb-20,Packing Line 11,3rd,0.75
26-Feb-20,Packing Line 11,3rd,1
27-Feb-20,Packing Line 11,3rd,1
28-Feb-20,Packing Line 11,3rd,1
29-Feb-20,Packing Line 11,3rd,1
2-Mar-20,Packing Line 11,3rd,1
3-Mar-20,Packing Line 11,3rd,1
4-Mar-20,Packing Line 11,3rd,1
5-Mar-20,Packing Line 11,3rd,1
6-Mar-20,Packing Line 11,3rd,1
7-Mar-20,Packing Line 11,3rd,1
8-Mar-20,Packing Line 11,3rd,1
9-Mar-20,Packing Line 11,3rd,1
10-Mar-20,Packing Line 11,3rd,1
11-Mar-20,Packing Line 11,3rd,1
12-Mar-20,Packing Line 11,3rd,1
13-Mar-20,Packing Line 11,3rd,1
14-Mar-20,Packing Line 11,3rd,1
15-Mar-20,Packing Line 11,3rd,0.666666667
16-Mar-20,Packing Line 11,3rd,1
17-Mar-20,Packing Line 11,3rd,1
18-Mar-20,Packing Line 11,3rd,1
19-Mar-20,Packing Line 11,3rd,1
21-Mar-20,Packing Line 11,3rd,0.666666667
22-Mar-20,Packing Line 11,3rd,1
24-Mar-20,Packing Line 11,3rd,1
25-Mar-20,Packing Line 11,3rd,1
26-Mar-20,Packing Line 11,3rd,1
27-Mar-20,Packing Line 11,3rd,1
28-Mar-20,Packing Line 11,3rd,1
29-Mar-20,Packing Line 11,3rd,1
30-Mar-20,Packing Line 11,3rd,1
31-Mar-20,Packing Line 11,3rd,1
1-Apr-20,Packing Line 11,3rd,1
2-Apr-20,Packing Line 11,3rd,1
3-Apr-20,Packing Line 11,3rd,1
6-Apr-20,Packing Line 11,3rd,1
7-Apr-20,Packing Line 11,3rd,1
8-Apr-20,Packing Line 11,3rd,1
9-Apr-20,Packing Line 11,3rd,1
2-Jan-20,Packing Line 11,2nd,1
3-Jan-20,Packing Line 11,2nd,0.997189941
4-Jan-20,Packing Line 11,2nd,1
6-Jan-20,Packing Line 11,2nd,0.999101486
8-Jan-20,Packing Line 11,2nd,0.998597488
9-Jan-20,Packing Line 11,2nd,0.998131638
10-Jan-20,Packing Line 11,2nd,0.998292923
11-Jan-20,Packing Line 11,2nd,0.999328461
13-Jan-20,Packing Line 11,2nd,0.998034821
14-Jan-20,Packing Line 11,2nd,0.999101486
15-Jan-20,Packing Line 11,2nd,0.998699646
16-Jan-20,Packing Line 11,2nd,0.997498322
17-Jan-20,Packing Line 11,2nd,0.996938782
18-Jan-20,Packing Line 11,2nd,0.997567749
20-Jan-20,Packing Line 11,2nd,0.998706207
21-Jan-20,Packing Line 11,2nd,0.996976471
22-Jan-20,Packing Line 11,2nd,0.99277504
23-Jan-20,Packing Line 11,2nd,0.989697495
24-Jan-20,Packing Line 11,2nd,0.995473328
27-Jan-20,Packing Line 11,2nd,0.957984734
28-Jan-20,Packing Line 11,2nd,0.990933685
29-Jan-20,Packing Line 11,2nd,0.998872986
30-Jan-20,Packing Line 11,2nd,0.99850769
31-Jan-20,Packing Line 11,2nd,0.9967173
3-Feb-20,Packing Line 11,2nd,0.999517593
4-Feb-20,Packing Line 11,2nd,0.999753265
5-Feb-20,Packing Line 11,2nd,0.995765152
6-Feb-20,Packing Line 11,2nd,1
7-Feb-20,Packing Line 11,2nd,1
10-Feb-20,Packing Line 11,2nd,1
11-Feb-20,Packing Line 11,2nd,1
12-Feb-20,Packing Line 11,2nd,1
13-Feb-20,Packing Line 11,2nd,1
14-Feb-20,Packing Line 11,2nd,1
17-Feb-20,Packing Line 11,2nd,1
18-Feb-20,Packing Line 11,2nd,1
19-Feb-20,Packing Line 11,2nd,1
20-Feb-20,Packing Line 11,2nd,1
21-Feb-20,Packing Line 11,2nd,1
24-Feb-20,Packing Line 11,2nd,1
25-Feb-20,Packing Line 11,2nd,1
26-Feb-20,Packing Line 11,2nd,1
27-Feb-20,Packing Line 11,2nd,1
28-Feb-20,Packing Line 11,2nd,1
29-Feb-20,Packing Line 11,2nd,1
2-Mar-20,Packing Line 11,2nd,1
3-Mar-20,Packing Line 11,2nd,1
4-Mar-20,Packing Line 11,2nd,1
5-Mar-20,Packing Line 11,2nd,1
6-Mar-20,Packing Line 11,2nd,1
7-Mar-20,Packing Line 11,2nd,1
8-Mar-20,Packing Line 11,2nd,1
9-Mar-20,Packing Line 11,2nd,1
10-Mar-20,Packing Line 11,2nd,1
11-Mar-20,Packing Line 11,2nd,1
12-Mar-20,Packing Line 11,2nd,1
13-Mar-20,Packing Line 11,2nd,1
14-Mar-20,Packing Line 11,2nd,1
15-Mar-20,Packing Line 11,2nd,1
16-Mar-20,Packing Line 11,2nd,1
17-Mar-20,Packing Line 11,2nd,1
18-Mar-20,Packing Line 11,2nd,1
19-Mar-20,Packing Line 11,2nd,1
20-Mar-20,Packing Line 11,2nd,1
22-Mar-20,Packing Line 11,2nd,1
23-Mar-20,Packing Line 11,2nd,1
25-Mar-20,Packing Line 11,2nd,1
26-Mar-20,Packing Line 11,2nd,1
27-Mar-20,Packing Line 11,2nd,1
28-Mar-20,Packing Line 11,2nd,1
29-Mar-20,Packing Line 11,2nd,1
31-Mar-20,Packing Line 11,2nd,1
1-Apr-20,Packing Line 11,2nd,1
2-Apr-20,Packing Line 11,2nd,1
3-Apr-20,Packing Line 11,2nd,1
6-Apr-20,Packing Line 11,2nd,1
7-Apr-20,Packing Line 11,2nd,1
8-Apr-20,Packing Line 11,2nd,1
9-Apr-20,Packing Line 11,2nd,1
10-Apr-20,Packing Line 11,2nd,1
3-Jan-20,Packing Line 11,1st,0.999749451
4-Jan-20,Packing Line 11,1st,0.998286972
6-Jan-20,Packing Line 11,1st,0.997517014
7-Jan-20,Packing Line 11,1st,1
8-Jan-20,Packing Line 11,1st,0.996466637
9-Jan-20,Packing Line 11,1st,0.998901558
10-Jan-20,Packing Line 11,1st,0.998384476
13-Jan-20,Packing Line 11,1st,0.997541885
14-Jan-20,Packing Line 11,1st,0.997296295
15-Jan-20,Packing Line 11,1st,0.996306763
16-Jan-20,Packing Line 11,1st,0.997109451
17-Jan-20,Packing Line 11,1st,0.995303421
18-Jan-20,Packing Line 11,1st,0.997922516
20-Jan-20,Packing Line 11,1st,0.997608566
21-Jan-20,Packing Line 11,1st,0.99535614
22-Jan-20,Packing Line 11,1st,0.995215302
23-Jan-20,Packing Line 11,1st,0.994555893
24-Jan-20,Packing Line 11,1st,0.99076355
29-Jan-20,Packing Line 11,1st,0.99961256
30-Jan-20,Packing Line 11,1st,0.99979847
31-Jan-20,Packing Line 11,1st,0.996272736
2-Feb-20,Packing Line 11,1st,0.998896306
4-Feb-20,Packing Line 11,1st,0.998725586
5-Feb-20,Packing Line 11,1st,0.994764938
6-Feb-20,Packing Line 11,1st,0.998214569
7-Feb-20,Packing Line 11,1st,1
10-Feb-20,Packing Line 11,1st,1
11-Feb-20,Packing Line 11,1st,1
12-Feb-20,Packing Line 11,1st,1
13-Feb-20,Packing Line 11,1st,1
14-Feb-20,Packing Line 11,1st,1
17-Feb-20,Packing Line 11,1st,1
18-Feb-20,Packing Line 11,1st,1
19-Feb-20,Packing Line 11,1st,1
20-Feb-20,Packing Line 11,1st,1
21-Feb-20,Packing Line 11,1st,1
25-Feb-20,Packing Line 11,1st,1
26-Feb-20,Packing Line 11,1st,1
27-Feb-20,Packing Line 11,1st,1
28-Feb-20,Packing Line 11,1st,1
29-Feb-20,Packing Line 11,1st,1
2-Mar-20,Packing Line 11,1st,1
3-Mar-20,Packing Line 11,1st,1
4-Mar-20,Packing Line 11,1st,1
5-Mar-20,Packing Line 11,1st,1
6-Mar-20,Packing Line 11,1st,1
7-Mar-20,Packing Line 11,1st,1
8-Mar-20,Packing Line 11,1st,1
9-Mar-20,Packing Line 11,1st,1
10-Mar-20,Packing Line 11,1st,1
11-Mar-20,Packing Line 11,1st,1
12-Mar-20,Packing Line 11,1st,1
13-Mar-20,Packing Line 11,1st,1
14-Mar-20,Packing Line 11,1st,1
15-Mar-20,Packing Line 11,1st,1
16-Mar-20,Packing Line 11,1st,1
17-Mar-20,Packing Line 11,1st,1
18-Mar-20,Packing Line 11,1st,1
19-Mar-20,Packing Line 11,1st,1
20-Mar-20,Packing Line 11,1st,1
21-Mar-20,Packing Line 11,1st,1
22-Mar-20,Packing Line 11,1st,1
23-Mar-20,Packing Line 11,1st,1
25-Mar-20,Packing Line 11,1st,1
26-Mar-20,Packing Line 11,1st,1
27-Mar-20,Packing Line 11,1st,1
28-Mar-20,Packing Line 11,1st,1
29-Mar-20,Packing Line 11,1st,1
30-Mar-20,Packing Line 11,1st,1
31-Mar-20,Packing Line 11,1st,1
1-Apr-20,Packing Line 11,1st,1
2-Apr-20,Packing Line 11,1st,1
3-Apr-20,Packing Line 11,1st,1
6-Apr-20,Packing Line 11,1st,1
8-Apr-20,Packing Line 11,1st,1
9-Apr-20,Packing Line 11,1st,1
10-Apr-20,Packing Line 11,1st,1
2-Jan-20,Packing Line 12,3rd,0.982133179
3-Jan-20,Packing Line 12,3rd,0.979868088
4-Jan-20,Packing Line 12,3rd,0.980368767
6-Jan-20,Packing Line 12,3rd,0.985485611
7-Jan-20,Packing Line 12,3rd,0.99106205
9-Jan-20,Packing Line 12,3rd,0.985424805
10-Jan-20,Packing Line 12,3rd,0.991181183
11-Jan-20,Packing Line 12,3rd,0.978778025
14-Jan-20,Packing Line 12,3rd,0.96615593
15-Jan-20,Packing Line 12,3rd,0.971104393
16-Jan-20,Packing Line 12,3rd,0.976566467
18-Jan-20,Packing Line 12,3rd,0.949494972
20-Jan-20,Packing Line 12,3rd,0.970139465
21-Jan-20,Packing Line 12,3rd,0.976849869
22-Jan-20,Packing Line 12,3rd,0.651146444
23-Jan-20,Packing Line 12,3rd,0.977222036
24-Jan-20,Packing Line 12,3rd,0.96901413
27-Jan-20,Packing Line 12,3rd,0.996705399
28-Jan-20,Packing Line 12,3rd,0.489330788
29-Jan-20,Packing Line 12,3rd,0.988101883
30-Jan-20,Packing Line 12,3rd,0.989665527
31-Jan-20,Packing Line 12,3rd,0.990671005
3-Feb-20,Packing Line 12,3rd,0.988171005
5-Feb-20,Packing Line 12,3rd,0.982359924
6-Feb-20,Packing Line 12,3rd,0.964218445
7-Feb-20,Packing Line 12,3rd,0.971937046
8-Feb-20,Packing Line 12,3rd,0.975490189
10-Feb-20,Packing Line 12,3rd,0.965342331
11-Feb-20,Packing Line 12,3rd,0.95660881
12-Feb-20,Packing Line 12,3rd,0.48138916
13-Feb-20,Packing Line 12,3rd,0.967471848
14-Feb-20,Packing Line 12,3rd,0.97532608
15-Feb-20,Packing Line 12,3rd,0.974683533
16-Feb-20,Packing Line 12,3rd,0.961908646
18-Feb-20,Packing Line 12,3rd,0.990246735
19-Feb-20,Packing Line 12,3rd,0.948087463
20-Feb-20,Packing Line 12,3rd,0.980319519
21-Feb-20,Packing Line 12,3rd,0.926935349
22-Feb-20,Packing Line 12,3rd,0.970008545
23-Feb-20,Packing Line 12,3rd,0.988380051
25-Feb-20,Packing Line 12,3rd,0.987920609
26-Feb-20,Packing Line 12,3rd,0.97567215
27-Feb-20,Packing Line 12,3rd,0.979726028
28-Feb-20,Packing Line 12,3rd,0.921328659
2-Mar-20,Packing Line 12,3rd,0.946341476
3-Mar-20,Packing Line 12,3rd,0.980358963
4-Mar-20,Packing Line 12,3rd,0.977152863
5-Mar-20,Packing Line 12,3rd,0.983126373
6-Mar-20,Packing Line 12,3rd,0.992047043
7-Mar-20,Packing Line 12,3rd,1
9-Mar-20,Packing Line 12,3rd,0.638740565
10-Mar-20,Packing Line 12,3rd,0.973853226
11-Mar-20,Packing Line 12,3rd,0.970387192
12-Mar-20,Packing Line 12,3rd,0.987204285
13-Mar-20,Packing Line 12,3rd,0.990430603
14-Mar-20,Packing Line 12,3rd,0.993138885
16-Mar-20,Packing Line 12,3rd,0.998487892
17-Mar-20,Packing Line 12,3rd,0.998558807
18-Mar-20,Packing Line 12,3rd,0.983471069
19-Mar-20,Packing Line 12,3rd,0.987907791
20-Mar-20,Packing Line 12,3rd,0.986038818
23-Mar-20,Packing Line 12,3rd,0.998838425
24-Mar-20,Packing Line 12,3rd,0.986445465
25-Mar-20,Packing Line 12,3rd,0.984090424
27-Mar-20,Packing Line 12,3rd,0.981021881
30-Mar-20,Packing Line 12,3rd,0.996737366
2-Apr-20,Packing Line 12,3rd,0.995187912
3-Apr-20,Packing Line 12,3rd,0.986625328
6-Apr-20,Packing Line 12,3rd,0.996903992
7-Apr-20,Packing Line 12,3rd,0.97322937
8-Apr-20,Packing Line 12,3rd,0.940881195
9-Apr-20,Packing Line 12,3rd,0.988235321
2-Jan-20,Packing Line 12,2nd,0.984378967
3-Jan-20,Packing Line 12,2nd,0.970521927
4-Jan-20,Packing Line 12,2nd,0.989587936
7-Jan-20,Packing Line 12,2nd,0.983334846
9-Jan-20,Packing Line 12,2nd,0.979834747
10-Jan-20,Packing Line 12,2nd,0.978335342
11-Jan-20,Packing Line 12,2nd,0.992339172
13-Jan-20,Packing Line 12,2nd,0.976373291
14-Jan-20,Packing Line 12,2nd,0.985467758
15-Jan-20,Packing Line 12,2nd,0.933472862
16-Jan-20,Packing Line 12,2nd,0.969328842
17-Jan-20,Packing Line 12,2nd,0.985714264
18-Jan-20,Packing Line 12,2nd,0.984366074
20-Jan-20,Packing Line 12,2nd,0.925117874
21-Jan-20,Packing Line 12,2nd,0.966287842
22-Jan-20,Packing Line 12,2nd,0.978703003
23-Jan-20,Packing Line 12,2nd,0.490074768
24-Jan-20,Packing Line 12,2nd,0.969379578
27-Jan-20,Packing Line 12,2nd,0.97096405
28-Jan-20,Packing Line 12,2nd,0.989439468
29-Jan-20,Packing Line 12,2nd,0.992684097
30-Jan-20,Packing Line 12,2nd,0.992080956
31-Jan-20,Packing Line 12,2nd,0.991096115
3-Feb-20,Packing Line 12,2nd,0.981230469
4-Feb-20,Packing Line 12,2nd,0.983384857
5-Feb-20,Packing Line 12,2nd,0.964759674
6-Feb-20,Packing Line 12,2nd,0.984551659
7-Feb-20,Packing Line 12,2nd,0.964366989
10-Feb-20,Packing Line 12,2nd,0.991915932
11-Feb-20,Packing Line 12,2nd,0.489381866
12-Feb-20,Packing Line 12,2nd,0.98147049
13-Feb-20,Packing Line 12,2nd,0.967045822
14-Feb-20,Packing Line 12,2nd,0.969159927
17-Feb-20,Packing Line 12,2nd,0.984008179
18-Feb-20,Packing Line 12,2nd,0.98650238
19-Feb-20,Packing Line 12,2nd,0.986939087
20-Feb-20,Packing Line 12,2nd,0.98663887
21-Feb-20,Packing Line 12,2nd,0.987511826
22-Feb-20,Packing Line 12,2nd,0.985436935
24-Feb-20,Packing Line 12,2nd,0.991539955
25-Feb-20,Packing Line 12,2nd,0.925877533
26-Feb-20,Packing Line 12,2nd,0.994159851
27-Feb-20,Packing Line 12,2nd,0.982514801
28-Feb-20,Packing Line 12,2nd,0.491969109
29-Feb-20,Packing Line 12,2nd,0.983078156
2-Mar-20,Packing Line 12,2nd,0.961941833
3-Mar-20,Packing Line 12,2nd,0.986554642
4-Mar-20,Packing Line 12,2nd,0.967699432
5-Mar-20,Packing Line 12,2nd,0.994669876
6-Mar-20,Packing Line 12,2nd,0.990459366
7-Mar-20,Packing Line 12,2nd,0.992835007
8-Mar-20,Packing Line 12,2nd,0.955215073
9-Mar-20,Packing Line 12,2nd,0.932367859
10-Mar-20,Packing Line 12,2nd,0.973856506
11-Mar-20,Packing Line 12,2nd,0.968000031
12-Mar-20,Packing Line 12,2nd,0.994182205
13-Mar-20,Packing Line 12,2nd,0.993315964
14-Mar-20,Packing Line 12,2nd,0.989912186
15-Mar-20,Packing Line 12,2nd,0.996701813
16-Mar-20,Packing Line 12,2nd,0.996184692
17-Mar-20,Packing Line 12,2nd,0.991688156
18-Mar-20,Packing Line 12,2nd,0.991570053
19-Mar-20,Packing Line 12,2nd,0.9893573
20-Mar-20,Packing Line 12,2nd,0.992686386
21-Mar-20,Packing Line 12,2nd,0.986282196
22-Mar-20,Packing Line 12,2nd,0.975388184
23-Mar-20,Packing Line 12,2nd,0.983695602
24-Mar-20,Packing Line 12,2nd,0.996001892
25-Mar-20,Packing Line 12,2nd,0.988855667
26-Mar-20,Packing Line 12,2nd,0.995169067
27-Mar-20,Packing Line 12,2nd,0.957679138
30-Mar-20,Packing Line 12,2nd,0.995409317
31-Mar-20,Packing Line 12,2nd,0.994199142
1-Apr-20,Packing Line 12,2nd,1
2-Apr-20,Packing Line 12,2nd,0.992442551
3-Apr-20,Packing Line 12,2nd,0.989725266
6-Apr-20,Packing Line 12,2nd,0.984933014
7-Apr-20,Packing Line 12,2nd,0.979363098
8-Apr-20,Packing Line 12,2nd,0.990593872
9-Apr-20,Packing Line 12,2nd,0.98513588
10-Apr-20,Packing Line 12,2nd,0.99683857
2-Jan-20,Packing Line 12,1st,0.976457977
4-Jan-20,Packing Line 12,1st,0.972009125
7-Jan-20,Packing Line 12,1st,0.97429306
8-Jan-20,Packing Line 12,1st,0.977619286
9-Jan-20,Packing Line 12,1st,0.959152069
10-Jan-20,Packing Line 12,1st,0.98443222
11-Jan-20,Packing Line 12,1st,0.964011459
13-Jan-20,Packing Line 12,1st,0.981192093
14-Jan-20,Packing Line 12,1st,0.959142761
15-Jan-20,Packing Line 12,1st,0.966850471
16-Jan-20,Packing Line 12,1st,0.953631134
17-Jan-20,Packing Line 12,1st,0.958191833
18-Jan-20,Packing Line 12,1st,0.976925201
20-Jan-20,Packing Line 12,1st,0.905437202
22-Jan-20,Packing Line 12,1st,0.982107773
23-Jan-20,Packing Line 12,1st,0.975460129
24-Jan-20,Packing Line 12,1st,0.993506393
29-Jan-20,Packing Line 12,1st,0.974110031
30-Jan-20,Packing Line 12,1st,0.981360168
31-Jan-20,Packing Line 12,1st,0.986693268
2-Feb-20,Packing Line 12,1st,0.962149887
4-Feb-20,Packing Line 12,1st,0.948245544
5-Feb-20,Packing Line 12,1st,0.961186295
6-Feb-20,Packing Line 12,1st,0.977319336
7-Feb-20,Packing Line 12,1st,0.959071045
10-Feb-20,Packing Line 12,1st,0.959071655
12-Feb-20,Packing Line 12,1st,0.931180954
13-Feb-20,Packing Line 12,1st,0.97188858
14-Feb-20,Packing Line 12,1st,0.958041115
17-Feb-20,Packing Line 12,1st,0.981568604
18-Feb-20,Packing Line 12,1st,0.970149307
19-Feb-20,Packing Line 12,1st,0.965753403
20-Feb-20,Packing Line 12,1st,0.971718903
21-Feb-20,Packing Line 12,1st,0.954384308
24-Feb-20,Packing Line 12,1st,0.949725571
26-Feb-20,Packing Line 12,1st,0.982854004
27-Feb-20,Packing Line 12,1st,0.969795761
28-Feb-20,Packing Line 12,1st,0.954955139
29-Feb-20,Packing Line 12,1st,0.972848358
2-Mar-20,Packing Line 12,1st,0.967628021
3-Mar-20,Packing Line 12,1st,0.981936569
4-Mar-20,Packing Line 12,1st,0.96236557
5-Mar-20,Packing Line 12,1st,0.975609818
6-Mar-20,Packing Line 12,1st,0.985675583
7-Mar-20,Packing Line 12,1st,1.000000153
11-Mar-20,Packing Line 12,1st,0.981757431
12-Mar-20,Packing Line 12,1st,0.99128891
13-Mar-20,Packing Line 12,1st,0.991208038
14-Mar-20,Packing Line 12,1st,0.980304794
15-Mar-20,Packing Line 12,1st,0.979101868
18-Mar-20,Packing Line 12,1st,0.99578804
20-Mar-20,Packing Line 12,1st,0.979801102
21-Mar-20,Packing Line 12,1st,0.988302116
23-Mar-20,Packing Line 12,1st,0.983759041
25-Mar-20,Packing Line 12,1st,0.97132576
26-Mar-20,Packing Line 12,1st,0.978759918
31-Mar-20,Packing Line 12,1st,0.948755646
3-Apr-20,Packing Line 12,1st,0.99089241
6-Apr-20,Packing Line 12,1st,0.965383682
8-Apr-20,Packing Line 12,1st,0.955659866
9-Apr-20,Packing Line 12,1st,0.990438004
10-Apr-20,Packing Line 12,1st,0.981176376
2-Jan-20,Packing Line 13,3rd,1
3-Jan-20,Packing Line 13,3rd,1
4-Jan-20,Packing Line 13,3rd,1
6-Jan-20,Packing Line 13,3rd,1
7-Jan-20,Packing Line 13,3rd,1
8-Jan-20,Packing Line 13,3rd,1
9-Jan-20,Packing Line 13,3rd,1
10-Jan-20,Packing Line 13,3rd,0.75
11-Jan-20,Packing Line 13,3rd,1
13-Jan-20,Packing Line 13,3rd,1
14-Jan-20,Packing Line 13,3rd,1
15-Jan-20,Packing Line 13,3rd,1
16-Jan-20,Packing Line 13,3rd,1
17-Jan-20,Packing Line 13,3rd,1
18-Jan-20,Packing Line 13,3rd,1
20-Jan-20,Packing Line 13,3rd,1
21-Jan-20,Packing Line 13,3rd,1
22-Jan-20,Packing Line 13,3rd,1
23-Jan-20,Packing Line 13,3rd,0.333333333
24-Jan-20,Packing Line 13,3rd,1
25-Jan-20,Packing Line 13,3rd,1
27-Jan-20,Packing Line 13,3rd,1
28-Jan-20,Packing Line 13,3rd,1
29-Jan-20,Packing Line 13,3rd,1
30-Jan-20,Packing Line 13,3rd,1
31-Jan-20,Packing Line 13,3rd,1
1-Feb-20,Packing Line 13,3rd,1
3-Feb-20,Packing Line 13,3rd,1
4-Feb-20,Packing Line 13,3rd,0.5
5-Feb-20,Packing Line 13,3rd,1
6-Feb-20,Packing Line 13,3rd,1
7-Feb-20,Packing Line 13,3rd,0.5
8-Feb-20,Packing Line 13,3rd,1
10-Feb-20,Packing Line 13,3rd,1
11-Feb-20,Packing Line 13,3rd,1
12-Feb-20,Packing Line 13,3rd,1
13-Feb-20,Packing Line 13,3rd,1
14-Feb-20,Packing Line 13,3rd,0.666666667
16-Feb-20,Packing Line 13,3rd,1
17-Feb-20,Packing Line 13,3rd,1
18-Feb-20,Packing Line 13,3rd,0.5
19-Feb-20,Packing Line 13,3rd,0.666666667
20-Feb-20,Packing Line 13,3rd,1
23-Feb-20,Packing Line 13,3rd,1
24-Feb-20,Packing Line 13,3rd,1
26-Feb-20,Packing Line 13,3rd,1
27-Feb-20,Packing Line 13,3rd,0.666666667
28-Feb-20,Packing Line 13,3rd,1
29-Feb-20,Packing Line 13,3rd,1
2-Mar-20,Packing Line 13,3rd,1
3-Mar-20,Packing Line 13,3rd,1
4-Mar-20,Packing Line 13,3rd,1
5-Mar-20,Packing Line 13,3rd,1
6-Mar-20,Packing Line 13,3rd,1
7-Mar-20,Packing Line 13,3rd,1
8-Mar-20,Packing Line 13,3rd,1
9-Mar-20,Packing Line 13,3rd,1
10-Mar-20,Packing Line 13,3rd,1
11-Mar-20,Packing Line 13,3rd,1
12-Mar-20,Packing Line 13,3rd,0.333333333
13-Mar-20,Packing Line 13,3rd,0.25
14-Mar-20,Packing Line 13,3rd,0.5
15-Mar-20,Packing Line 13,3rd,1
16-Mar-20,Packing Line 13,3rd,1
17-Mar-20,Packing Line 13,3rd,1
18-Mar-20,Packing Line 13,3rd,1
19-Mar-20,Packing Line 13,3rd,0
21-Mar-20,Packing Line 13,3rd,1
22-Mar-20,Packing Line 13,3rd,1
23-Mar-20,Packing Line 13,3rd,0
24-Mar-20,Packing Line 13,3rd,1
25-Mar-20,Packing Line 13,3rd,1
26-Mar-20,Packing Line 13,3rd,0.666666667
27-Mar-20,Packing Line 13,3rd,0
29-Mar-20,Packing Line 13,3rd,1
30-Mar-20,Packing Line 13,3rd,1
1-Apr-20,Packing Line 13,3rd,0
3-Apr-20,Packing Line 13,3rd,1
4-Apr-20,Packing Line 13,3rd,1
6-Apr-20,Packing Line 13,3rd,1
7-Apr-20,Packing Line 13,3rd,1
9-Apr-20,Packing Line 13,3rd,0.666666667
2-Jan-20,Packing Line 13,2nd,1
3-Jan-20,Packing Line 13,2nd,1
4-Jan-20,Packing Line 13,2nd,0.666666667
6-Jan-20,Packing Line 13,2nd,1
7-Jan-20,Packing Line 13,2nd,1
8-Jan-20,Packing Line 13,2nd,1
9-Jan-20,Packing Line 13,2nd,1
10-Jan-20,Packing Line 13,2nd,1
11-Jan-20,Packing Line 13,2nd,1
13-Jan-20,Packing Line 13,2nd,1
14-Jan-20,Packing Line 13,2nd,1
15-Jan-20,Packing Line 13,2nd,1
16-Jan-20,Packing Line 13,2nd,0.5
17-Jan-20,Packing Line 13,2nd,0.5
18-Jan-20,Packing Line 13,2nd,1
20-Jan-20,Packing Line 13,2nd,1
22-Jan-20,Packing Line 13,2nd,1
23-Jan-20,Packing Line 13,2nd,1
24-Jan-20,Packing Line 13,2nd,1
27-Jan-20,Packing Line 13,2nd,1
28-Jan-20,Packing Line 13,2nd,1
29-Jan-20,Packing Line 13,2nd,1
30-Jan-20,Packing Line 13,2nd,1
31-Jan-20,Packing Line 13,2nd,1
3-Feb-20,Packing Line 13,2nd,1
4-Feb-20,Packing Line 13,2nd,1
6-Feb-20,Packing Line 13,2nd,1
7-Feb-20,Packing Line 13,2nd,1
10-Feb-20,Packing Line 13,2nd,1
11-Feb-20,Packing Line 13,2nd,1
12-Feb-20,Packing Line 13,2nd,1
13-Feb-20,Packing Line 13,2nd,1
14-Feb-20,Packing Line 13,2nd,1
17-Feb-20,Packing Line 13,2nd,1
18-Feb-20,Packing Line 13,2nd,1
19-Feb-20,Packing Line 13,2nd,1
20-Feb-20,Packing Line 13,2nd,1
21-Feb-20,Packing Line 13,2nd,0.5
24-Feb-20,Packing Line 13,2nd,0.5
25-Feb-20,Packing Line 13,2nd,1
26-Feb-20,Packing Line 13,2nd,0.5
27-Feb-20,Packing Line 13,2nd,0.5
28-Feb-20,Packing Line 13,2nd,1
29-Feb-20,Packing Line 13,2nd,1
2-Mar-20,Packing Line 13,2nd,1
3-Mar-20,Packing Line 13,2nd,1
4-Mar-20,Packing Line 13,2nd,1
5-Mar-20,Packing Line 13,2nd,0.4
6-Mar-20,Packing Line 13,2nd,1
7-Mar-20,Packing Line 13,2nd,1
8-Mar-20,Packing Line 13,2nd,1
9-Mar-20,Packing Line 13,2nd,1
10-Mar-20,Packing Line 13,2nd,0.5
11-Mar-20,Packing Line 13,2nd,0.5
12-Mar-20,Packing Line 13,2nd,1
13-Mar-20,Packing Line 13,2nd,1
14-Mar-20,Packing Line 13,2nd,0.5
15-Mar-20,Packing Line 13,2nd,1
16-Mar-20,Packing Line 13,2nd,1
17-Mar-20,Packing Line 13,2nd,1
18-Mar-20,Packing Line 13,2nd,1
19-Mar-20,Packing Line 13,2nd,1
20-Mar-20,Packing Line 13,2nd,1
21-Mar-20,Packing Line 13,2nd,0.666666667
23-Mar-20,Packing Line 13,2nd,0.5
24-Mar-20,Packing Line 13,2nd,1
25-Mar-20,Packing Line 13,2nd,0.75
26-Mar-20,Packing Line 13,2nd,0
